pokedex_no,name,type1,type2,moves,hp,attack,defense,special-attack,special-defense,speed
183,marill,water,fairy,"[['mega-punch', 'normal'], ['ice-punch', 'ice'], ['slam', 'normal'], ['mega-kick', 'normal'], ['headbutt', 'normal'], ['tackle', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['tail-whip', 'normal'], ['sing', 'normal'], ['supersonic', 'normal'], ['water-gun', 'water'], ['hydro-pump', 'water'], ['surf', 'water'], ['ice-beam', 'ice'], ['blizzard', 'ice'], ['bubble-beam', 'water'], ['seismic-toss', 'fighting'], ['strength', 'normal'], ['dig', 'ground'], ['toxic', 'poison'], ['mimic', 'normal'], ['double-team', 'normal'], ['defense-curl', 'normal'], ['light-screen', 'psychic'], ['metronome', 'normal'], ['waterfall', 'water'], ['swift', 'normal'], ['amnesia', 'psychic'], ['bubble', 'water'], ['splash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['belly-drum', 'normal'], ['mud-slap', 'ground'], ['foresight', 'normal'], ['perish-song', 'normal'], ['icy-wind', 'ice'], ['endure', 'normal'], ['charm', 'fairy'], ['rollout', 'rock'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['present', 'normal'], ['frustration', 'normal'], ['dynamic-punch', 'fighting'], ['encore', 'normal'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['future-sight', 'psychic'], ['rock-smash', 'fighting'], ['whirlpool', 'water'], ['uproar', 'normal'], ['hail', 'ice'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['helping-hand', 'normal'], ['superpower', 'fighting'], ['brick-break', 'fighting'], ['knock-off', 'dark'], ['refresh', 'normal'], ['secret-power', 'normal'], ['dive', 'water'], ['camouflage', 'normal'], ['hyper-voice', 'normal'], ['fake-tears', 'dark'], ['tickle', 'normal'], ['muddy-water', 'water'], ['bounce', 'flying'], ['mud-shot', 'ground'], ['covet', 'normal'], ['water-sport', 'water'], ['water-pulse', 'water'], ['natural-gift', 'normal'], ['fling', 'dark'], ['copycat', 'normal'], ['aqua-ring', 'water'], ['aqua-tail', 'water'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['aqua-jet', 'water'], ['soak', 'water'], ['round', 'normal'], ['scald', 'water'], ['bulldoze', 'ground'], ['work-up', 'normal'], ['disarming-voice', 'fairy'], ['draining-kiss', 'fairy'], ['misty-terrain', 'fairy'], ['play-rough', 'fairy'], ['confide', 'normal'], ['power-up-punch', 'fighting'], ['brutal-swing', 'dark'], ['liquidation', 'water'], ['steel-roller', 'steel'], ['misty-explosion', 'fairy'], ['tera-blast', 'normal'], ['ice-spinner', 'ice'], ['snowscape', 'ice'], ['trailblaze', 'grass'], ['chilling-water', 'water'], ['alluring-voice', 'fairy']]",70,20,50,20,50,40
184,azumarill,water,fairy,"[['mega-punch', 'normal'], ['ice-punch', 'ice'], ['slam', 'normal'], ['mega-kick', 'normal'], ['headbutt', 'normal'], ['tackle', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['tail-whip', 'normal'], ['water-gun', 'water'], ['hydro-pump', 'water'], ['surf', 'water'], ['ice-beam', 'ice'], ['blizzard', 'ice'], ['bubble-beam', 'water'], ['hyper-beam', 'normal'], ['seismic-toss', 'fighting'], ['strength', 'normal'], ['dig', 'ground'], ['toxic', 'poison'], ['mimic', 'normal'], ['double-team', 'normal'], ['defense-curl', 'normal'], ['light-screen', 'psychic'], ['metronome', 'normal'], ['waterfall', 'water'], ['swift', 'normal'], ['amnesia', 'psychic'], ['bubble', 'water'], ['splash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['mud-slap', 'ground'], ['icy-wind', 'ice'], ['endure', 'normal'], ['charm', 'fairy'], ['rollout', 'rock'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['dynamic-punch', 'fighting'], ['encore', 'normal'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['future-sight', 'psychic'], ['rock-smash', 'fighting'], ['whirlpool', 'water'], ['uproar', 'normal'], ['hail', 'ice'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['helping-hand', 'normal'], ['superpower', 'fighting'], ['brick-break', 'fighting'], ['knock-off', 'dark'], ['secret-power', 'normal'], ['dive', 'water'], ['hyper-voice', 'normal'], ['fake-tears', 'dark'], ['muddy-water', 'water'], ['bounce', 'flying'], ['mud-shot', 'ground'], ['covet', 'normal'], ['water-sport', 'water'], ['water-pulse', 'water'], ['natural-gift', 'normal'], ['fling', 'dark'], ['aqua-ring', 'water'], ['aqua-tail', 'water'], ['focus-blast', 'fighting'], ['giga-impact', 'normal'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['round', 'normal'], ['scald', 'water'], ['bulldoze', 'ground'], ['work-up', 'normal'], ['disarming-voice', 'fairy'], ['draining-kiss', 'fairy'], ['misty-terrain', 'fairy'], ['play-rough', 'fairy'], ['confide', 'normal'], ['power-up-punch', 'fighting'], ['brutal-swing', 'dark'], ['liquidation', 'water'], ['steel-roller', 'steel'], ['misty-explosion', 'fairy'], ['tera-blast', 'normal'], ['ice-spinner', 'ice'], ['snowscape', 'ice'], ['trailblaze', 'grass'], ['chilling-water', 'water'], ['alluring-voice', 'fairy']]",100,50,80,60,80,50
185,sudowoodo,rock,,"[['mega-punch', 'normal'], ['fire-punch', 'fire'], ['ice-punch', 'ice'], ['thunder-punch', 'electric'], ['slam', 'normal'], ['mega-kick', 'normal'], ['headbutt', 'normal'], ['tackle', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['hyper-beam', 'normal'], ['low-kick', 'fighting'], ['counter', 'fighting'], ['seismic-toss', 'fighting'], ['strength', 'normal'], ['rock-throw', 'rock'], ['earthquake', 'ground'], ['dig', 'ground'], ['toxic', 'poison'], ['mimic', 'normal'], ['double-team', 'normal'], ['harden', 'normal'], ['defense-curl', 'normal'], ['self-destruct', 'normal'], ['explosion', 'normal'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['flail', 'normal'], ['protect', 'normal'], ['feint-attack', 'dark'], ['mud-slap', 'ground'], ['spikes', 'ground'], ['sandstorm', 'rock'], ['endure', 'normal'], ['rollout', 'rock'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['dynamic-punch', 'fighting'], ['hidden-power', 'normal'], ['sunny-day', 'fire'], ['psych-up', 'normal'], ['rock-smash', 'fighting'], ['uproar', 'normal'], ['torment', 'dark'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['nature-power', 'normal'], ['taunt', 'dark'], ['helping-hand', 'normal'], ['role-play', 'psychic'], ['brick-break', 'fighting'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['fake-tears', 'dark'], ['rock-tomb', 'rock'], ['sand-tomb', 'ground'], ['iron-defense', 'steel'], ['block', 'normal'], ['mud-shot', 'ground'], ['covet', 'normal'], ['calm-mind', 'psychic'], ['rock-blast', 'rock'], ['hammer-arm', 'fighting'], ['natural-gift', 'normal'], ['fling', 'dark'], ['copycat', 'normal'], ['sucker-punch', 'dark'], ['rock-polish', 'rock'], ['power-gem', 'rock'], ['drain-punch', 'fighting'], ['earth-power', 'ground'], ['giga-impact', 'normal'], ['stone-edge', 'rock'], ['captivate', 'normal'], ['stealth-rock', 'rock'], ['grass-knot', 'grass'], ['wood-hammer', 'grass'], ['head-smash', 'rock'], ['smack-down', 'rock'], ['low-sweep', 'fighting'], ['foul-play', 'dark'], ['after-you', 'normal'], ['round', 'normal'], ['bulldoze', 'ground'], ['confide', 'normal'], ['power-up-punch', 'fighting'], ['high-horsepower', 'ground'], ['stomping-tantrum', 'ground'], ['tearful-look', 'normal'], ['body-press', 'fighting'], ['meteor-beam', 'rock'], ['tera-blast', 'normal'], ['trailblaze', 'grass']]",70,100,115,30,65,30
186,politoed,water,,"[['pound', 'normal'], ['double-slap', 'normal'], ['mega-punch', 'normal'], ['ice-punch', 'ice'], ['mega-kick', 'normal'], ['headbutt', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['mist', 'ice'], ['water-gun', 'water'], ['hydro-pump', 'water'], ['surf', 'water'], ['ice-beam', 'ice'], ['blizzard', 'ice'], ['bubble-beam', 'water'], ['hyper-beam', 'normal'], ['low-kick', 'fighting'], ['counter', 'fighting'], ['seismic-toss', 'fighting'], ['strength', 'normal'], ['earthquake', 'ground'], ['dig', 'ground'], ['toxic', 'poison'], ['psychic', 'psychic'], ['hypnosis', 'psychic'], ['mimic', 'normal'], ['screech', 'normal'], ['double-team', 'normal'], ['defense-curl', 'normal'], ['haze', 'ice'], ['metronome', 'normal'], ['waterfall', 'water'], ['swift', 'normal'], ['amnesia', 'psychic'], ['splash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['belly-drum', 'normal'], ['mud-slap', 'ground'], ['perish-song', 'normal'], ['icy-wind', 'ice'], ['detect', 'fighting'], ['endure', 'normal'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['dynamic-punch', 'fighting'], ['encore', 'normal'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['psych-up', 'normal'], ['rock-smash', 'fighting'], ['whirlpool', 'water'], ['uproar', 'normal'], ['hail', 'ice'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['helping-hand', 'normal'], ['brick-break', 'fighting'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['dive', 'water'], ['hyper-voice', 'normal'], ['weather-ball', 'normal'], ['muddy-water', 'water'], ['bounce', 'flying'], ['mud-shot', 'ground'], ['water-pulse', 'water'], ['natural-gift', 'normal'], ['payback', 'dark'], ['fling', 'dark'], ['focus-blast', 'fighting'], ['earth-power', 'ground'], ['giga-impact', 'normal'], ['captivate', 'normal'], ['low-sweep', 'fighting'], ['round', 'normal'], ['echoed-voice', 'normal'], ['scald', 'water'], ['bulldoze', 'ground'], ['confide', 'normal'], ['power-up-punch', 'fighting'], ['liquidation', 'water'], ['tera-blast', 'normal'], ['chilling-water', 'water']]",90,75,75,90,100,70
187,hoppip,grass,flying,"[['pay-day', 'normal'], ['swords-dance', 'normal'], ['headbutt', 'normal'], ['tackle', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['tail-whip', 'normal'], ['growl', 'normal'], ['absorb', 'grass'], ['mega-drain', 'grass'], ['leech-seed', 'grass'], ['solar-beam', 'grass'], ['poison-powder', 'poison'], ['stun-spore', 'grass'], ['sleep-powder', 'grass'], ['toxic', 'poison'], ['confusion', 'psychic'], ['mimic', 'normal'], ['double-team', 'normal'], ['defense-curl', 'normal'], ['light-screen', 'psychic'], ['reflect', 'psychic'], ['amnesia', 'psychic'], ['flash', 'normal'], ['splash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['cotton-spore', 'grass'], ['protect', 'normal'], ['giga-drain', 'grass'], ['endure', 'normal'], ['charm', 'fairy'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['baton-pass', 'normal'], ['encore', 'normal'], ['sweet-scent', 'normal'], ['synthesis', 'grass'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['psych-up', 'normal'], ['memento', 'dark'], ['facade', 'normal'], ['helping-hand', 'normal'], ['secret-power', 'normal'], ['aromatherapy', 'grass'], ['silver-wind', 'bug'], ['bullet-seed', 'grass'], ['aerial-ace', 'flying'], ['bounce', 'flying'], ['magical-leaf', 'grass'], ['natural-gift', 'normal'], ['tailwind', 'flying'], ['u-turn', 'bug'], ['fling', 'dark'], ['worry-seed', 'grass'], ['seed-bomb', 'grass'], ['energy-ball', 'grass'], ['switcheroo', 'dark'], ['leaf-storm', 'grass'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['rage-powder', 'bug'], ['round', 'normal'], ['acrobatics', 'flying'], ['cotton-guard', 'grass'], ['grassy-terrain', 'grass'], ['fairy-wind', 'fairy'], ['confide', 'normal'], ['dazzling-gleam', 'fairy'], ['infestation', 'bug'], ['strength-sap', 'grass'], ['pollen-puff', 'bug'], ['lunge', 'bug'], ['tera-blast', 'normal'], ['trailblaze', 'grass']]",35,35,40,35,55,50
188,skiploom,grass,flying,"[['swords-dance', 'normal'], ['headbutt', 'normal'], ['tackle', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['tail-whip', 'normal'], ['absorb', 'grass'], ['mega-drain', 'grass'], ['leech-seed', 'grass'], ['solar-beam', 'grass'], ['poison-powder', 'poison'], ['stun-spore', 'grass'], ['sleep-powder', 'grass'], ['toxic', 'poison'], ['mimic', 'normal'], ['double-team', 'normal'], ['defense-curl', 'normal'], ['light-screen', 'psychic'], ['reflect', 'psychic'], ['flash', 'normal'], ['splash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['cotton-spore', 'grass'], ['protect', 'normal'], ['giga-drain', 'grass'], ['endure', 'normal'], ['charm', 'fairy'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['baton-pass', 'normal'], ['encore', 'normal'], ['sweet-scent', 'normal'], ['synthesis', 'grass'], ['hidden-power', 'normal'], ['sunny-day', 'fire'], ['psych-up', 'normal'], ['memento', 'dark'], ['facade', 'normal'], ['helping-hand', 'normal'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['silver-wind', 'bug'], ['bullet-seed', 'grass'], ['aerial-ace', 'flying'], ['bounce', 'flying'], ['magical-leaf', 'grass'], ['natural-gift', 'normal'], ['tailwind', 'flying'], ['u-turn', 'bug'], ['fling', 'dark'], ['worry-seed', 'grass'], ['seed-bomb', 'grass'], ['energy-ball', 'grass'], ['leaf-storm', 'grass'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['rage-powder', 'bug'], ['round', 'normal'], ['acrobatics', 'flying'], ['grassy-terrain', 'grass'], ['fairy-wind', 'fairy'], ['confide', 'normal'], ['dazzling-gleam', 'fairy'], ['infestation', 'bug'], ['pollen-puff', 'bug'], ['lunge', 'bug'], ['tera-blast', 'normal'], ['trailblaze', 'grass']]",55,45,50,45,65,80
189,jumpluff,grass,flying,"[['swords-dance', 'normal'], ['headbutt', 'normal'], ['tackle', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['tail-whip', 'normal'], ['hyper-beam', 'normal'], ['absorb', 'grass'], ['mega-drain', 'grass'], ['leech-seed', 'grass'], ['solar-beam', 'grass'], ['poison-powder', 'poison'], ['stun-spore', 'grass'], ['sleep-powder', 'grass'], ['toxic', 'poison'], ['mimic', 'normal'], ['double-team', 'normal'], ['defense-curl', 'normal'], ['light-screen', 'psychic'], ['reflect', 'psychic'], ['flash', 'normal'], ['splash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['cotton-spore', 'grass'], ['protect', 'normal'], ['giga-drain', 'grass'], ['endure', 'normal'], ['charm', 'fairy'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['baton-pass', 'normal'], ['encore', 'normal'], ['sweet-scent', 'normal'], ['synthesis', 'grass'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['psych-up', 'normal'], ['memento', 'dark'], ['facade', 'normal'], ['helping-hand', 'normal'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['silver-wind', 'bug'], ['bullet-seed', 'grass'], ['aerial-ace', 'flying'], ['bounce', 'flying'], ['magical-leaf', 'grass'], ['natural-gift', 'normal'], ['tailwind', 'flying'], ['u-turn', 'bug'], ['fling', 'dark'], ['worry-seed', 'grass'], ['seed-bomb', 'grass'], ['energy-ball', 'grass'], ['giga-impact', 'normal'], ['leaf-storm', 'grass'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['rage-powder', 'bug'], ['round', 'normal'], ['acrobatics', 'flying'], ['grassy-terrain', 'grass'], ['fairy-wind', 'fairy'], ['confide', 'normal'], ['dazzling-gleam', 'fairy'], ['infestation', 'bug'], ['pollen-puff', 'bug'], ['lunge', 'bug'], ['tera-blast', 'normal'], ['trailblaze', 'grass']]",75,55,70,55,95,110
190,aipom,normal,,"[['double-slap', 'normal'], ['mega-punch', 'normal'], ['fire-punch', 'fire'], ['ice-punch', 'ice'], ['thunder-punch', 'electric'], ['scratch', 'normal'], ['cut', 'normal'], ['slam', 'normal'], ['mega-kick', 'normal'], ['sand-attack', 'ground'], ['headbutt', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['tail-whip', 'normal'], ['low-kick', 'fighting'], ['counter', 'fighting'], ['seismic-toss', 'fighting'], ['strength', 'normal'], ['solar-beam', 'grass'], ['thunderbolt', 'electric'], ['thunder-wave', 'electric'], ['thunder', 'electric'], ['dig', 'ground'], ['toxic', 'poison'], ['agility', 'psychic'], ['quick-attack', 'normal'], ['mimic', 'normal'], ['screech', 'normal'], ['double-team', 'normal'], ['defense-curl', 'normal'], ['metronome', 'normal'], ['swift', 'normal'], ['dream-eater', 'psychic'], ['fury-swipes', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['nightmare', 'ghost'], ['snore', 'normal'], ['curse', 'ghost'], ['spite', 'ghost'], ['protect', 'normal'], ['mud-slap', 'ground'], ['zap-cannon', 'electric'], ['detect', 'fighting'], ['endure', 'normal'], ['swagger', 'normal'], ['fury-cutter', 'bug'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['dynamic-punch', 'fighting'], ['baton-pass', 'normal'], ['pursuit', 'dark'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['shadow-ball', 'ghost'], ['rock-smash', 'fighting'], ['beat-up', 'dark'], ['fake-out', 'normal'], ['uproar', 'normal'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['taunt', 'dark'], ['helping-hand', 'normal'], ['role-play', 'psychic'], ['revenge', 'fighting'], ['brick-break', 'fighting'], ['knock-off', 'dark'], ['endeavor', 'normal'], ['snatch', 'dark'], ['secret-power', 'normal'], ['astonish', 'ghost'], ['tickle', 'normal'], ['aerial-ace', 'flying'], ['bounce', 'flying'], ['mud-shot', 'ground'], ['covet', 'normal'], ['shock-wave', 'electric'], ['water-pulse', 'water'], ['natural-gift', 'normal'], ['u-turn', 'bug'], ['payback', 'dark'], ['fling', 'dark'], ['last-resort', 'normal'], ['seed-bomb', 'grass'], ['switcheroo', 'dark'], ['nasty-plot', 'dark'], ['shadow-claw', 'ghost'], ['mud-bomb', 'ground'], ['gunk-shot', 'poison'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['double-hit', 'normal'], ['hone-claws', 'dark'], ['smack-down', 'rock'], ['low-sweep', 'fighting'], ['foul-play', 'dark'], ['round', 'normal'], ['quick-guard', 'fighting'], ['acrobatics', 'flying'], ['retaliate', 'normal'], ['work-up', 'normal'], ['tail-slap', 'normal'], ['confide', 'normal'], ['power-up-punch', 'fighting'], ['throat-chop', 'dark'], ['tera-blast', 'normal'], ['trailblaze', 'grass'], ['chilling-water', 'water'], ['upper-hand', 'fighting']]",55,70,55,40,55,85
191,sunkern,grass,,"[['swords-dance', 'normal'], ['cut', 'normal'], ['tackle', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['absorb', 'grass'], ['mega-drain', 'grass'], ['leech-seed', 'grass'], ['growth', 'normal'], ['razor-leaf', 'grass'], ['solar-beam', 'grass'], ['toxic', 'poison'], ['mimic', 'normal'], ['double-team', 'normal'], ['light-screen', 'psychic'], ['bide', 'normal'], ['flash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['sludge-bomb', 'poison'], ['giga-drain', 'grass'], ['endure', 'normal'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['safeguard', 'normal'], ['encore', 'normal'], ['sweet-scent', 'normal'], ['morning-sun', 'normal'], ['synthesis', 'grass'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['uproar', 'normal'], ['facade', 'normal'], ['nature-power', 'normal'], ['helping-hand', 'normal'], ['ingrain', 'grass'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['weather-ball', 'normal'], ['grass-whistle', 'grass'], ['bullet-seed', 'grass'], ['magical-leaf', 'grass'], ['natural-gift', 'normal'], ['worry-seed', 'grass'], ['seed-bomb', 'grass'], ['energy-ball', 'grass'], ['earth-power', 'ground'], ['leaf-storm', 'grass'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['after-you', 'normal'], ['round', 'normal'], ['grassy-terrain', 'grass'], ['confide', 'normal'], ['tera-blast', 'normal'], ['trailblaze', 'grass']]",30,30,30,30,30,30
192,sunflora,grass,,"[['pound', 'normal'], ['swords-dance', 'normal'], ['cut', 'normal'], ['tackle', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['hyper-beam', 'normal'], ['absorb', 'grass'], ['mega-drain', 'grass'], ['leech-seed', 'grass'], ['growth', 'normal'], ['razor-leaf', 'grass'], ['solar-beam', 'grass'], ['petal-dance', 'grass'], ['toxic', 'poison'], ['mimic', 'normal'], ['double-team', 'normal'], ['light-screen', 'psychic'], ['flash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['sludge-bomb', 'poison'], ['giga-drain', 'grass'], ['endure', 'normal'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['safeguard', 'normal'], ['encore', 'normal'], ['sweet-scent', 'normal'], ['synthesis', 'grass'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['uproar', 'normal'], ['facade', 'normal'], ['nature-power', 'normal'], ['helping-hand', 'normal'], ['ingrain', 'grass'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['weather-ball', 'normal'], ['grass-whistle', 'grass'], ['bullet-seed', 'grass'], ['magical-leaf', 'grass'], ['natural-gift', 'normal'], ['worry-seed', 'grass'], ['seed-bomb', 'grass'], ['energy-ball', 'grass'], ['earth-power', 'ground'], ['giga-impact', 'normal'], ['leaf-storm', 'grass'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['after-you', 'normal'], ['round', 'normal'], ['petal-blizzard', 'grass'], ['flower-shield', 'fairy'], ['grassy-terrain', 'grass'], ['confide', 'normal'], ['dazzling-gleam', 'fairy'], ['grassy-glide', 'grass'], ['tera-blast', 'normal'], ['trailblaze', 'grass']]",75,75,55,105,85,30
